UDI,Target
10001,0.5858688888888889
10002,0.3064111111111111
10003,0.32160000000000005
10004,0.6337266666666667
10005,0.9177688888888889
10006,0.6320566666666667
10007,0.10462555555555557
10008,0.16044666666666663
10009,0.26602333333333344
10010,0.12301888888888889
10011,0.8640666666666666
10012,0.8681711111111111
10013,0.5847455555555555
10014,0.8309555555555556
10015,0.22528777777777784
10016,0.30914888888888886
10017,0.30687666666666663
10018,0.13228333333333334
10019,0.5673122222222222
10020,0.5312177777777778
10021,0.9310877777777776
10022,0.8693255555555556
10023,0.21375333333333335
10024,0.26147777777777775
10025,0.3176366666666667
10026,0.12200333333333335
10027,0.7022677777777778
10028,0.3804488888888889
10029,0.1862744444444445
10030,0.1849788888888889
10031,0.29865222222222226
10032,0.25429888888888885
10033,0.6257255555555555
10034,0.22491000000000003
10035,0.22019000000000002
10036,0.8963466666666667
10037,0.2829211111111112
10038,0.7306455555555557
10039,0.685962222222222
10040,0.4479311111111111
10041,0.4035855555555555
10042,0.5845077777777777
10043,0.3513011111111111
10044,0.6944977777777779
10045,0.4009188888888888
10046,0.1779855555555556
10047,0.5224866666666667
10048,0.7407133333333334
10049,0.8179199999999999
10050,0.25749111111111117
10051,0.8048244444444445
10052,0.6156577777777777
10053,0.2593311111111111
10054,0.8957377777777779
10055,0.8085877777777778
10056,0.16996333333333333
10057,0.2883311111111111
10058,0.6184933333333335
10059,0.7557233333333331
10060,0.5376844444444444
10061,0.19621111111111111
10062,0.5123822222222222
10063,0.8227966666666667
10064,0.20776999999999998
10065,0.85631
10066,0.5006066666666666
10067,0.7539911111111112
10068,0.0936
10069,0.5544855555555555
10070,0.854711111111111
10071,0.27575
10072,0.76797
10073,0.22666333333333333
10074,0.36345444444444436
10075,0.39396555555555546
10076,0.7109766666666667
10077,0.6108177777777778
10078,0.8675366666666667
10079,0.718881111111111
10080,0.8973966666666665
10081,0.9108944444444443
10082,0.7603166666666666
10083,0.569061111111111
10084,0.6036922222222224
10085,0.6626955555555555
10086,0.26238333333333336
10087,0.1837122222222222
10088,0.8676822222222222
10089,0.7051833333333333
10090,0.756271111111111
10091,0.3285533333333333
10092,0.24366444444444446
10093,0.27226666666666666
10094,0.8716655555555556
10095,0.16111
10096,0.5540544444444443
10097,0.29229999999999995
10098,0.2371311111111111
10099,0.35913111111111107
10100,0.9658122222222225
10101,0.21719
10102,0.5611944444444444
10103,0.2850088888888889
10104,0.33066444444444437
10105,0.19076666666666664
10106,0.33149777777777784
10107,0.15733333333333333
10108,0.544268888888889
10109,0.7879211111111113
10110,0.3747344444444443
10111,0.1304133333333333
10112,0.3255577777777778
10113,0.7995288888888887
10114,0.6697466666666667
10115,0.14725666666666667
10116,0.16243666666666667
10117,0.6635833333333335
10118,0.7740044444444445
10119,0.20000333333333334
10120,0.45989555555555556
10121,0.892838888888889
10122,0.1491811111111111
10123,0.2531022222222222
10124,0.6857866666666665
10125,0.38242111111111105
10126,0.23624777777777775
10127,0.5940566666666667
10128,0.51432
10129,0.8184299999999999
10130,0.6496511111111111
10131,0.6660977777777778
10132,0.6559322222222222
10133,0.37219666666666673
10134,0.8963788888888887
10135,0.4722255555555555
10136,0.6848277777777779
10137,0.4325855555555555
10138,0.8803888888888887
10139,0.21667666666666666
10140,0.32356888888888896
10141,0.17930222222222225
10142,0.33597111111111116
10143,0.2561344444444444
10144,0.5089833333333332
10145,0.7737977777777778
10146,0.9025044444444444
10147,0.34690666666666664
10148,0.6742499999999999
10149,0.40748444444444437
10150,0.3719833333333334
10151,0.25904333333333335
10152,0.28169888888888894
10153,0.4897722222222222
10154,0.28602999999999995
10155,0.4618744444444444
10156,0.22670888888888896
10157,0.2169433333333333
10158,0.7210666666666666
10159,0.1312444444444444
10160,0.8946166666666667
10161,0.7164099999999999
10162,0.28910555555555556
10163,0.5585633333333334
10164,0.6749411111111111
10165,0.7335155555555556
10166,0.9320855555555556
10167,0.08882333333333332
10168,0.45774666666666675
10169,0.2067611111111111
10170,0.3054888888888889
10171,0.10527333333333334
10172,0.4687422222222221
10173,0.14373333333333335
10174,0.90964
10175,0.7021033333333332
10176,0.3720177777777778
10177,0.30123555555555553
10178,0.26675
10179,0.33570111111111106
10180,0.6949655555555555
10181,0.42809777777777774
10182,0.4950277777777778
10183,0.760192222222222
10184,0.2903366666666666
10185,0.17068555555555553
10186,0.17649111111111115
10187,0.25423222222222225
10188,0.13986555555555558
10189,0.7431055555555556
10190,0.20048333333333335
10191,0.564561111111111
10192,0.5640411111111111
10193,0.33070777777777777
10194,0.28297111111111106
10195,0.4241111111111111
10196,0.2932855555555556
10197,0.2849944444444445
10198,0.7240533333333333
10199,0.26344555555555554
10200,0.12634444444444448
10201,0.7749355555555555
10202,0.878901111111111
10203,0.2972211111111111
10204,0.8540322222222221
10205,0.9544366666666669
10206,0.24479555555555557
10207,0.36285000000000006
10208,0.4079688888888889
10209,0.4711677777777778
10210,0.9004433333333332
10211,0.6309233333333332
10212,0.6008344444444444
10213,0.15407555555555555
10214,0.7362911111111111
10215,0.6769488888888889
10216,0.5263366666666666
10217,0.20431444444444447
10218,0.548918888888889
10219,0.6986133333333333
10220,0.8810844444444444
10221,0.8824511111111111
10222,0.13004000000000002
10223,0.43186777777777774
10224,0.5250355555555556
10225,0.8333600000000002
10226,0.3610966666666666
10227,0.4630488888888889
10228,0.18397111111111109
10229,0.26512111111111114
10230,0.8919277777777777
10231,0.10063555555555553
10232,0.12427666666666665
10233,0.25479555555555555
10234,0.4850244444444445
10235,0.39275222222222217
10236,0.2836677777777778
10237,0.31293555555555547
10238,0.7742266666666665
10239,0.15573
10240,0.91331
10241,0.37841555555555556
10242,0.1844066666666667
10243,0.2838577777777777
10244,0.09356333333333333
10245,0.6425588888888888
10246,0.30812555555555554
10247,0.5800033333333334
10248,0.39681000000000005
10249,0.16184777777777773
10250,0.7050111111111111
10251,0.2420622222222222
10252,0.6601199999999999
10253,0.6787299999999999
10254,0.7923077777777777
10255,0.27131111111111106
10256,0.24897888888888886
10257,0.41572222222222227
10258,0.9572288888888889
10259,0.8956555555555555
10260,0.5802600000000001
10261,0.6219200000000001
10262,0.23255333333333328
10263,0.7987333333333334
10264,0.16445777777777773
10265,0.7128899999999999
10266,0.2735455555555556
10267,0.4452533333333333
10268,0.21946333333333334
10269,0.441371111111111
10270,0.9097577777777778
10271,0.89448
10272,0.675988888888889
10273,0.8068377777777777
10274,0.7845677777777778
10275,0.14925111111111108
10276,0.1293211111111111
10277,0.9174944444444444
10278,0.9179488888888887
10279,0.9659211111111112
10280,0.44093888888888877
10281,0.45044999999999996
10282,0.6328066666666666
10283,0.8959266666666666
10284,0.6602711111111111
10285,0.42352444444444454
10286,0.2249255555555556
10287,0.6123866666666667
10288,0.8673844444444444
10289,0.19103555555555554
10290,0.11503333333333333
10291,0.3605655555555556
10292,0.3431366666666667
10293,0.15471333333333334
10294,0.6992477777777776
10295,0.9285800000000001
10296,0.814371111111111
10297,0.24072555555555555
10298,0.33623444444444434
10299,0.19435222222222218
10300,0.3707233333333333
10301,0.5562944444444443
10302,0.6396288888888888
10303,0.8334333333333331
10304,0.7036833333333332
10305,0.9109933333333332
10306,0.9019777777777778
10307,0.5720844444444444
10308,0.739572222222222
10309,0.11108666666666667
10310,0.5259088888888889
10311,0.17173111111111114
10312,0.25672
10313,0.10587555555555556
10314,0.28392
10315,0.5349577777777776
10316,0.20848777777777774
10317,0.49397444444444444
10318,0.34281999999999996
10319,0.27227666666666667
10320,0.16838
10321,0.646528888888889
10322,0.7516255555555555
10323,0.5931155555555555
10324,0.33244333333333337
10325,0.16069777777777774
10326,0.4789577777777778
10327,0.2649111111111111
10328,0.35601666666666665
10329,0.5198788888888889
10330,0.6399866666666667
10331,0.2054777777777778
10332,0.6510844444444444
10333,0.5344044444444446
10334,0.7194011111111109
10335,0.19378888888888887
10336,0.3518588888888889
10337,0.8416933333333333
10338,0.1569933333333333
10339,0.17865555555555557
10340,0.2969144444444445
10341,0.2450511111111111
10342,0.2014466666666667
10343,0.2987177777777777
10344,0.6835455555555555
10345,0.9473355555555555
10346,0.19168888888888888
10347,0.3508411111111111
10348,0.7343100000000001
10349,0.6791911111111112
10350,0.14461444444444446
10351,0.8332666666666665
10352,0.8521155555555554
10353,0.4156266666666666
10354,0.5791988888888887
10355,0.8768577777777776
10356,0.5797022222222221
10357,0.5621511111111112
10358,0.8675422222222219
10359,0.27240555555555557
10360,0.12667
10361,0.9533211111111112
10362,0.8280299999999997
10363,0.2030066666666667
10364,0.17630444444444446
10365,0.15027999999999997
10366,0.21404555555555552
10367,0.46949555555555555
10368,0.58588
10369,0.6210111111111111
10370,0.9381266666666667
10371,0.6438866666666668
10372,0.1419
10373,0.5658666666666666
10374,0.6475044444444444
10375,0.8225144444444447
10376,0.2641844444444444
10377,0.1154
10378,0.3378466666666667
10379,0.89418
10380,0.19110999999999997
10381,0.77169
10382,0.9183011111111113
10383,0.5844322222222222
10384,0.24818777777777778
10385,0.2064233333333333
10386,0.8086055555555558
10387,0.2336033333333333
10388,0.6819055555555558
10389,0.25161888888888895
10390,0.6180277777777778
10391,0.7778111111111111
10392,0.3691388888888889
10393,0.5247144444444443
10394,0.4637311111111111
10395,0.7756588888888888
10396,0.11917333333333335
10397,0.18003777777777774
10398,0.3728455555555555
10399,0.6765622222222222
10400,0.6641455555555557
10401,0.8410144444444446
10402,0.17960444444444446
10403,0.8196800000000001
10404,0.7048355555555555
10405,0.3928777777777778
10406,0.6125033333333332
10407,0.14126333333333332
10408,0.7095944444444444
10409,0.20284777777777777
10410,0.8002388888888889
10411,0.16224555555555553
10412,0.7981233333333333
10413,0.30550999999999995
10414,0.7727255555555557
10415,0.9221300000000001
10416,0.525118888888889
10417,0.5597844444444445
10418,0.7846755555555557
10419,0.15601999999999996
10420,0.40555
10421,0.1669222222222222
10422,0.6022877777777778
10423,0.5643455555555554
10424,0.5274888888888888
10425,0.53337
10426,0.42185333333333336
10427,0.34051222222222227
10428,0.3291322222222222
10429,0.3245222222222222
10430,0.38305000000000006
10431,0.6626777777777776
10432,0.9077344444444444
10433,0.22462555555555555
10434,0.2578411111111112
10435,0.35303666666666667
10436,0.14307555555555554
10437,0.15830333333333332
10438,0.6259555555555556
10439,0.2695066666666666
10440,0.32121888888888894
10441,0.7865544444444444
10442,0.39078999999999997
10443,0.46722777777777774
10444,0.6277966666666667
10445,0.7197955555555556
10446,0.55274
10447,0.7416122222222222
10448,0.24394333333333337
10449,0.63111
10450,0.7213555555555556
10451,0.37338888888888894
10452,0.8292222222222222
10453,0.8085444444444444
10454,0.1720033333333333
10455,0.29090333333333335
10456,0.5968822222222222
10457,0.9503944444444444
10458,0.34063666666666664
10459,0.9012377777777778
10460,0.33604111111111107
10461,0.11532222222222223
10462,0.4183566666666667
10463,0.21150222222222226
10464,0.5863199999999998
10465,0.3347522222222222
10466,0.7818366666666666
10467,0.8877144444444444
10468,0.18680333333333332
10469,0.12386000000000001
10470,0.19213222222222223
10471,0.5692255555555555
10472,0.6282366666666668
10473,0.15463777777777776
10474,0.5967177777777777
10475,0.7261444444444445
10476,0.18976888888888888
10477,0.34948888888888896
10478,0.15211444444444444
10479,0.8493333333333334
10480,0.3964677777777778
10481,0.5149966666666667
10482,0.14783222222222223
10483,0.8479088888888889
10484,0.33750555555555556
10485,0.10017666666666668
10486,0.19902333333333333
10487,0.25067
10488,0.4884766666666667
10489,0.24369666666666667
10490,0.4195733333333334
10491,0.3470477777777778
10492,0.5600511111111112
10493,0.20703111111111108
10494,0.21651777777777778
10495,0.5203344444444444
10496,0.4932988888888889
10497,0.28043666666666667
10498,0.5480433333333333
10499,0.23338222222222224
10500,0.19422444444444445
10501,0.6914433333333333
10502,0.19546888888888891
10503,0.28257222222222217
10504,0.43058777777777774
10505,0.3569833333333334
10506,0.679918888888889
10507,0.8966233333333333
10508,0.5118533333333334
10509,0.27938999999999997
10510,0.18954999999999997
10511,0.1062588888888889
10512,0.8063877777777778
10513,0.14490777777777777
10514,0.2173422222222222
10515,0.658518888888889
10516,0.35015111111111114
10517,0.9069888888888888
10518,0.8834333333333332
10519,0.4178177777777778
10520,0.24260666666666666
10521,0.8933933333333334
10522,0.4240766666666667
10523,0.2017766666666667
10524,0.3770877777777777
10525,0.22457888888888888
10526,0.9029733333333333
10527,0.40230111111111116
10528,0.7261144444444444
10529,0.2673277777777778
10530,0.4428888888888889
10531,0.19589222222222216
10532,0.3969511111111112
10533,0.5276755555555556
10534,0.7570199999999999
10535,0.8799122222222221
10536,0.6297188888888889
10537,0.22868444444444444
10538,0.17061555555555555
10539,0.37560333333333323
10540,0.7214199999999998
10541,0.14069222222222222
10542,0.1954555555555556
10543,0.6898633333333333
10544,0.15780666666666665
10545,0.7300233333333334
10546,0.4571933333333333
10547,0.6242177777777778
