id,failure
26570,0.18953093600253107
26571,0.15945875442519397
26572,0.1666206069194636
26573,0.17122484598729706
26574,0.32407189380554385
26575,0.14862732240314852
26576,0.14336428857753447
26577,0.2234328078015479
26578,0.12049355309703956
26579,0.1619052066229341
26580,0.1417963000650821
26581,0.19363514224706024
26582,0.21825599728129957
26583,0.17275381604166204
26584,0.21138966264286227
26585,0.17953879980079737
26586,0.16632913100318733
26587,0.1725392183698828
26588,0.22159633427308884
26589,0.16836063259328035
26590,0.1694188767994153
26591,0.22489027044083634
26592,0.22553273614611566
26593,0.1745706379043087
26594,0.16743578348570373
26595,0.22923035656267274
26596,0.24716599475896892
26597,0.16520358923440162
26598,0.28426702768237505
26599,0.2597359433489558
26600,0.17671142020102917
26601,0.23371077092618808
26602,0.2863998425401826
26603,0.20294419047786233
26604,0.14708656679082172
26605,0.14688877536751185
26606,0.1261746171214196
26607,0.1795613647538654
26608,0.13109876253461558
26609,0.23713554179334112
26610,0.16063628458437873
26611,0.23489611105751523
26612,0.10796359330069445
26613,0.2016044895661838
26614,0.16338105039383383
26615,0.1836716210835737
26616,0.3207856895439568
26617,0.14187999973290025
26618,0.33846545180151627
26619,0.155869060416305
26620,0.17741162005562422
26621,0.16110205223931212
26622,0.17884146704997506
26623,0.20186111635555004
26624,0.1772996045000984
26625,0.20598559729546181
26626,0.1376535161545612
26627,0.3394974561313237
26628,0.12057985297233816
26629,0.36160542287925
26630,0.1776741858788103
26631,0.24295456097208065
26632,0.23923926531311138
26633,0.25722032987718896
26634,0.22213192667637044
26635,0.24757729295525283
26636,0.36783705487983737
26637,0.2041734748324498
26638,0.3039476500606194
26639,0.16043736139660575
26640,0.18546076784378426
26641,0.1988151546326272
26642,0.24048963331499254
26643,0.23583721466701876
26644,0.1556030426999693
26645,0.17219881301506393
26646,0.27727720900374186
26647,0.2362265143739119
26648,0.16142286052158006
26649,0.20674187412060507
26650,0.22328411054939484
26651,0.18339397690982243
26652,0.23867051285021412
26653,0.22210781776994123
26654,0.2665644998566943
26655,0.2555580781417199
26656,0.15804824535349557
26657,0.21451237941888
26658,0.2259632655829922
26659,0.17043217552145182
26660,0.2068644410680813
26661,0.21228875003295905
26662,0.15385903547455212
26663,0.25854101127226425
26664,0.17190026213971749
26665,0.16131073945914143
26666,0.12698066795096227
26667,0.18568324651737442
26668,0.23431138729562787
26669,0.13964840155151276
26670,0.21298294947121035
26671,0.1289342250127898
26672,0.18027209947909706
26673,0.18187953947223612
26674,0.14883859120726586
26675,0.16695378128242375
26676,0.13705882995936128
26677,0.3142142275901526
26678,0.17540471918016234
26679,0.20462445758385553
26680,0.16404555296873968
26681,0.3041067654828018
26682,0.1521997014009017
26683,0.2931491209033028
26684,0.34370467314519376
26685,0.1816372613312548
26686,0.18167008924779343
26687,0.2540248987858467
26688,0.23166489162868487
26689,0.2176545772088437
26690,0.1626785409861871
26691,0.19877281238480626
26692,0.22726011141201943
26693,0.19043446145650975
26694,0.17627308875081135
26695,0.2988409851943373
26696,0.23792600494479496
26697,0.1621830445674801
26698,0.28985162476860826
26699,0.12279165890458837
26700,0.1779752111186991
26701,0.1772653309359045
26702,0.255940758400013
26703,0.1834646996346685
26704,0.1740290049107153
26705,0.268542554123872
26706,0.2144406975995924
26707,0.2113268393855569
26708,0.2104437122450815
26709,0.13183303600483456
26710,0.2514672481539502
26711,0.20296375182701099
26712,0.2581068650473765
26713,0.30802679076943457
26714,0.3072082792453463
26715,0.22286047521892177
26716,0.20496377825110595
26717,0.17971784083758932
26718,0.2078912754297281
26719,0.20473768100571174
26720,0.158580719285901
26721,0.12421344814743149
26722,0.28299253968673144
26723,0.17409306068936564
26724,0.20087522222427934
26725,0.1854696355547156
26726,0.17326650465790025
26727,0.17303581427490602
26728,0.1709249068190946
26729,0.19360745809468755
26730,0.21289894756666763
26731,0.27124158382543895
26732,0.1652851616780604
26733,0.19377799727249323
26734,0.20243047405212194
26735,0.2652145066894082
26736,0.16470261726030141
26737,0.16580101860825786
26738,0.19499273085375673
26739,0.38641534495029833
26740,0.1902482116783356
26741,0.37947017634746355
26742,0.3491960407880815
26743,0.2575205072349218
26744,0.2160039241669574
26745,0.22322337281428603
26746,0.2312026621822432
26747,0.22799327706911512
26748,0.12815156154563234
26749,0.24709559062888012
26750,0.16427597983509323
26751,0.3042138125829536
26752,0.3191221463749793
26753,0.16394771341536615
26754,0.20110824352440718
26755,0.13279063501128816
26756,0.15029557491519488
26757,0.24724253400990623
26758,0.26301656681531266
26759,0.22507368341898815
26760,0.2811489981027542
26761,0.1550556001722916
26762,0.13435601595717797
26763,0.21951876126439168
26764,0.16896745814519668
26765,0.18285511339142077
26766,0.13990693476503552
26767,0.16231962009255502
26768,0.2591250452618837
26769,0.14962184809674817
26770,0.2814822788257543
26771,0.2022737952057558
26772,0.13562867268661688
26773,0.1948610545764895
26774,0.3054575965933241
26775,0.15791031360228408
26776,0.12107389414536313
26777,0.17468906691596175
26778,0.2210654553374139
26779,0.24515914436527217
26780,0.1654874747497346
26781,0.18691260476915916
26782,0.2514106967989684
26783,0.33203815799504127
26784,0.14350233585702954
26785,0.1982484514903709
26786,0.12271250935181571
26787,0.13711337037292884
26788,0.22927086400642285
26789,0.2702708899887053
26790,0.15777344205032437
26791,0.24766720215074267
26792,0.2664038897050424
26793,0.247688137713399
26794,0.18220352513314433
26795,0.2091129531752255
26796,0.2602910631633569
26797,0.19304772945745277
26798,0.17745052871036512
26799,0.23877476918744622
26800,0.21240434789388296
26801,0.24109908595675272
26802,0.25727422606905564
26803,0.1914402474381449
26804,0.21679209967977392
26805,0.22422439099788558
26806,0.2590445627104801
26807,0.22292381415189486
26808,0.2180489230046058
26809,0.2584432824795313
26810,0.20002153351632657
26811,0.15591360514483937
26812,0.1922848615959396
26813,0.21059223241945385
26814,0.2520969058802232
26815,0.1996730562842051
26816,0.2440094632072834
26817,0.2586906856550733
26818,0.12546293193453797
26819,0.18375994303989035
26820,0.13248675162030948
26821,0.1471162148054589
26822,0.2498037254185672
26823,0.15628359143368617
26824,0.2252721826670824
26825,0.25036789517650765
26826,0.12689818063568967
26827,0.17759430634378284
26828,0.34549545961771017
26829,0.13702403214002268
26830,0.20569915596076835
26831,0.13857176338138932
26832,0.2154650359942185
26833,0.2857964254669742
26834,0.30718995043087566
26835,0.18157820960714519
26836,0.25330553653427584
26837,0.22539261667826202
26838,0.14041932179558153
26839,0.25096391029212556
26840,0.18079499202030783
26841,0.18531133526604746
26842,0.3239610384719875
26843,0.26986633419068745
26844,0.2802064659908347
26845,0.15930517969802452
26846,0.3384301101258741
26847,0.20072050422817886
26848,0.13888031903456852
26849,0.2095428877575636
26850,0.1954136705017867
26851,0.20518502281026296
26852,0.2086636620032378
26853,0.16456423233043657
26854,0.3666526239491138
26855,0.20681188572999448
26856,0.29367912561993326
26857,0.14412772199200438
26858,0.1847906027078433
26859,0.1338316013221451
26860,0.22328418029737881
26861,0.18527196077002367
26862,0.1764149040138709
26863,0.1348606964311339
26864,0.20511326896400142
26865,0.12896502725718464
26866,0.25826114036671494
26867,0.26783679435139335
26868,0.21599469461399087
26869,0.32824520245019967
26870,0.15543121553779632
26871,0.296785847703583
26872,0.20097653398009446
26873,0.19770035972489705
26874,0.1672081084016568
26875,0.11441723162826017
26876,0.1735676000336366
26877,0.21700881804230823
26878,0.2900959159755612
26879,0.15637940773084588
26880,0.16845146239257597
26881,0.21211594265937525
26882,0.1705378640647295
26883,0.1905603398550779
26884,0.2271098156555588
26885,0.23216075886980692
26886,0.18028149244338643
26887,0.21745928025677735
26888,0.1334906627576876
26889,0.18824456355353078
26890,0.17275819143435467
26891,0.09754925613540216
26892,0.1690616964628772
26893,0.18040117209180656
26894,0.2756175041936041
26895,0.32036526842438817
26896,0.27119127683161326
26897,0.15757710166923683
26898,0.15229558479158856
26899,0.20037830289889513
26900,0.11684794779937767
26901,0.19734393881130036
26902,0.18004514097753613
26903,0.1690357468540887
26904,0.15834266402853833
26905,0.23701520632878106
26906,0.22622391321248694
26907,0.17832491687247853
26908,0.2233458829944781
26909,0.2823692889871333
26910,0.2529115714302955
26911,0.17708128542455492
26912,0.12208790912868275
26913,0.2264772913258469
26914,0.1315487575143691
26915,0.20650956499122766
26916,0.1311327335391818
26917,0.25612926824012106
26918,0.19452101528896884
26919,0.2431183389440143
26920,0.21691357816862902
26921,0.1405367476306534
26922,0.23321614255489567
26923,0.27748200721267285
26924,0.1341906693333201
26925,0.11309420727535974
26926,0.2658105931733333
26927,0.3950362772439331
26928,0.19136778887531797
26929,0.2540803212480816
26930,0.20499501102621917
26931,0.2074994912988493
26932,0.14364116524258824
26933,0.17329098988020492
26934,0.1459392282536704
26935,0.12587119100420122
26936,0.1975675548309578
26937,0.16913118021152987
26938,0.16838643275998766
26939,0.2361456308008612
26940,0.11598644797692186
26941,0.15619364926442486
26942,0.21408622701327698
26943,0.16325939915181845
26944,0.1736862050870618
26945,0.3130023782565371
26946,0.2990552588582274
26947,0.18611660833117485
26948,0.13818167373962814
26949,0.21191815449506748
26950,0.22621615085975333
26951,0.17198847614531468
26952,0.2468170666026162
26953,0.2254063527772201
26954,0.38851951476412755
26955,0.14979936994374704
26956,0.16457169506857694
26957,0.20466795748903613
26958,0.14041564753725877
26959,0.2399101924928687
26960,0.1821493830080577
26961,0.20764593205455187
26962,0.18641136012629436
26963,0.2344823452276813
26964,0.1398155874841207
26965,0.16047163229276212
26966,0.2506623835423976
26967,0.24551785343198884
26968,0.14471895677619115
26969,0.28866001443380723
26970,0.34440817254668143
26971,0.26114267429230803
26972,0.19053714502336733
26973,0.17364236988615517
26974,0.22661488387349224
26975,0.16874321340423049
26976,0.17144366596646582
26977,0.267288842484297
26978,0.2825779040638104
26979,0.12436575811369109
26980,0.22698888012070725
26981,0.13289125791643483
26982,0.2220025318935196
26983,0.25378941849406694
26984,0.15784842240727012
26985,0.1659714001641144
26986,0.2780011521838831
26987,0.2876678709302065
26988,0.19378881558628688
26989,0.16134580622574893
26990,0.23324625448449243
26991,0.23934356341146276
26992,0.17923944055540586
26993,0.32604604178351626
26994,0.23831038460064438
26995,0.18478286233819904
26996,0.16230308531445384
26997,0.22629454890994813
26998,0.25206480213471516
26999,0.18503098456540784
27000,0.3033076803397262
27001,0.1441048855222876
27002,0.22489489205096397
27003,0.1981782824792116
27004,0.20347383755961748
27005,0.2822500556894626
27006,0.17402193747076472
27007,0.19447673572205249
27008,0.292888404849762
27009,0.238516528353848
27010,0.15359056201818427
27011,0.18561384031497805
27012,0.3085398340173105
27013,0.22929698975157153
27014,0.24990725866982036
27015,0.13003596258009767
27016,0.11732698732265245
27017,0.2471813417567032
27018,0.33914483618527286
27019,0.24309209495199371
27020,0.24550607364584745
27021,0.21334037299176484
27022,0.1629671558979124
27023,0.2663572928449363
27024,0.16146795223543078
27025,0.42828754431439986
27026,0.1694921723310453
27027,0.1753299686402403
27028,0.18838808772282467
27029,0.2235363687604328
27030,0.34281829579665035
27031,0.1552374031442203
